,scout,atleta_id,rodada_id,clube_id,posicao_id,status_id,pontos_num,preco_num,variacao_num,media_num,jogos_num,minimo_para_valorizar,gato_mestre,slug,apelido,apelido_abreviado,nome,foto,status
10,"{'A': 1, 'CA': 1, 'DS': 11, 'FC': 7, 'FD': 4, 'FF': 9, 'FS': 15, 'FT': 3, 'G': 4, 'I': 3}",95799,11,275,5,7,6.2,12.11,0.78,6.85,11,,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",artur,Artur,Artur,Artur Victor Guimarães,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_G1nE6cb.png,Provável
11,"{'CA': 2, 'DS': 7, 'FC': 7, 'FD': 2, 'FF': 1, 'SG': 1}",111309,11,284,3,6,0.3,1.93,-0.32,2.08,6,,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",gustavo-martins,Gustavo Martins,G. Martins,Gustavo Martins de Souza Santos,https://s.sde.globo.com/media/person_role/2023/05/25/photo_FORMATO_levDrmA.png,Nulo
12,"{'A': 1, 'CA': 2, 'DS': 12, 'FC': 16, 'FD': 3, 'FF': 3, 'FS': 15, 'G': 3, 'PS': 1, 'SG': 4}",88393,11,262,2,7,0.0,14.86,-1.13,6.47,11,,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",ayrton-lucas,Ayrton Lucas,A. Lucas,Ayrton Lucas Dantas de Medeiros,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_P9K1v1H.png,Provável
13,"{'CA': 1, 'DE': 33, 'FS': 2, 'GS': 14, 'SG': 1}",112616,11,284,1,6,0.0,4.56,0.0,3.0,8,,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",gabriel-grando,Gabriel Grando,G. Grando,Gabriel Hamester Grando,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_bv2qwrK.png,Nulo
14,"{'DS': 5, 'FC': 3, 'FS': 3}",63013,11,275,2,6,0.0,5.12,0.0,3.3,2,,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",marcos-rocha,Marcos Rocha,M. Rocha,Marcos Luis Rocha Aquino,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_OnxH8aq.png,Nulo
15,"{'CA': 3, 'DS': 2, 'FC': 11, 'FD': 7, 'FF': 6, 'FS': 9, 'FT': 1, 'G': 2, 'I': 8}",98225,11,267,5,2,1.1,6.27,0.13,3.21,10,,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",pedro-raul,Pedro Raul,P. Raul,Pedro Raul Garay da Silva,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_IDn4App.png,Dúvida
16,{},117579,11,276,4,5,0.0,5.0,0.0,0.0,0,,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",galoppo,Galoppo,Galoppo,Giuliano Galoppo,https://s.sde.globo.com/media/person_role/2022/07/26/2ca20d35cbccce7d03bb8c585af8fddc_FORMATO.png,Contundido
17,"{'CA': 2, 'DS': 2, 'FC': 3, 'FD': 4, 'FF': 2, 'FS': 11, 'G': 1}",71162,11,284,4,6,2.1,5.23,0.23,1.76,11,,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",vina,Vina,Vina,Vinícius Goes Barbosa de Souza,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_q8oUM9e.png,Nulo
18,"{'CA': 3, 'DS': 9, 'FC': 8, 'FD': 1, 'FF': 3, 'FS': 5, 'G': 1, 'I': 2, 'SG': 3}",87225,11,293,3,6,1.1,9.3,-1.01,4.28,8,,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",pedro-henrique,Pedro Henrique,P. Henrique,Pedro Henrique Ribeiro Gonçalves,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_Pmz9ta0.png,Nulo
19,"{'CA': 2, 'DS': 4, 'FC': 5, 'FD': 2, 'FF': 5, 'FS': 10, 'G': 2, 'I': 2}",80196,11,356,4,6,2.2,7.79,0.35,2.59,11,,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",yago-pikachu,Yago Pikachu,Y. Pikachu,Glaybson Yago Souza Lisboa,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_jUc4EZ2.png,Nulo
20,"{'CA': 3, 'CV': 1, 'DS': 12, 'FC': 8, 'FF': 3, 'FS': 3, 'G': 1, 'I': 2, 'SG': 1}",102253,11,290,3,7,8.5,5.84,1.19,2.84,8,,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",lucas-halter,Lucas Halter,L. Halter,Lucas Halter,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_DlFIoVh.png,Provável
21,"{'CA': 1, 'DS': 2, 'FC': 2, 'FD': 4, 'FF': 3, 'FS': 6, 'G': 2, 'I': 2}",71844,11,356,5,7,2.4,6.55,0.33,3.35,8,,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",thiago-galhardo,Thiago Galhardo,T. Galhardo,Thiago Galhardo do Nascimento Rocha,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_LaKDS7J.png,Provável
22,"{'CA': 3, 'DS': 6, 'FC': 8, 'FF': 3, 'FS': 4}",98619,11,294,3,2,0.8,3.0,-0.12,1.03,6,,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",kuscevic,Kuscevic,Kuscevic,Benjamín Kuščević Jaramillo,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_qacVCwx.png,Dúvida
23,"{'CA': 2, 'DE': 31, 'FS': 4, 'GS': 9, 'SG': 4}",72294,11,282,1,7,2.5,6.02,0.21,3.82,11,,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",everson,Everson,Everson,Everson Felipe Marques Pires,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_XhJDp6n.png,Provável
24,"{'CV': 1, 'DE': 26, 'DP': 1, 'FC': 1, 'FS': 1, 'GC': 1, 'GS': 17}",72580,11,327,1,7,1.5,6.13,-0.61,1.7,6,,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",matheus-cavichioli,Matheus Cavichioli,M. Cavichioli,Matheus Fernando Cavichioli,https://s.sde.globo.com/media/person_role/2021/06/04/4b9a4cd7759d0ef36a25a02c4b9cf8a8_FORMATO.png,Provável
25,"{'A': 1, 'CA': 2, 'DE': 36, 'DP': 1, 'FC': 1, 'FS': 1, 'GS': 15, 'SG': 3}",105208,11,293,1,7,1.0,9.69,-1.61,4.2,11,,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",bento,Bento,Bento,Bento Matheus Krepski,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_7ROEp8B.png,Provável
26,"{'DS': 8, 'FC': 8, 'FF': 2, 'FS': 5, 'I': 2, 'SG': 2}",105175,11,293,2,6,0.0,7.36,0.0,3.02,7,,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",khellven,Khellven,Khellven,Khellven Douglas Silva Oliveira,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_7lRpDNN.png,Nulo
27,"{'CA': 1, 'DS': 2, 'FC': 6, 'FD': 2, 'FF': 7, 'FS': 9, 'I': 4}",102878,11,293,4,6,1.5,9.81,-0.37,1.67,7,,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",terans,Terans,Terans,Miguel David Terans Pérez,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_rzjzN6M.png,Nulo
28,"{'CA': 2, 'DS': 9, 'FC': 11, 'FF': 4, 'FS': 7, 'G': 1}",86388,11,327,4,6,2.9,5.93,0.32,2.24,9,,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",ale,Alê,Alê,Alexandre Egea,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_BijuTNZ.png,Nulo
29,"{'CA': 1, 'DS': 14, 'FC': 4, 'FD': 1, 'FF': 2, 'FS': 10, 'I': 1}",83433,11,282,4,6,0.0,5.8,-0.51,2.03,11,,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",patrick,Patrick,Patrick,Patrick Bezerra do Nascimento,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_TvGvJD9.png,Nulo
30,"{'A': 2, 'CA': 4, 'DS': 1, 'FC': 16, 'FD': 11, 'FF': 16, 'FS': 32, 'G': 5, 'I': 6, 'PS': 1}",39148,11,282,5,7,5.6,16.99,-0.64,8.48,10,,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",hulk,Hulk,Hulk,Givanildo Vieira de Souza,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_VrWmS3u.png,Provável
31,"{'DS': 14, 'FC': 4, 'FD': 12, 'FF': 5, 'FS': 6, 'G': 3, 'I': 3}",99818,11,282,5,7,5.5,11.02,-0.75,6.07,10,,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",paulinho,Paulinho,Paulinho,Paulo Henrique Sampaio Filho,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_6AtAEsy.png,Provável
32,{},109389,11,265,3,6,0.0,9.0,0.0,0.0,0,,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",raul-gustavo,Raul Gustavo,R. Gustavo,Raul Gustavo Pereira Bicalho,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_o1bIdBe.png,Nulo
33,"{'CA': 2, 'DS': 7, 'FC': 10, 'FD': 5, 'FF': 8, 'FS': 20, 'FT': 1, 'G': 2}",110760,11,265,5,5,0.0,8.44,0.0,6.4,7,,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",biel,Biel,Biel,Gabriel Teixeira Aragão,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_iT5hY8V.png,Contundido
34,"{'CA': 3, 'DS': 5, 'FC': 12, 'FD': 4, 'FF': 1, 'FS': 7, 'G': 2, 'I': 5}",78117,11,265,5,3,-1.6,7.79,-0.71,2.66,9,,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",everaldo,Everaldo,Everaldo,Everaldo Stum,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_8pHdjST.png,Suspenso
35,"{'CA': 3, 'DS': 15, 'FC': 8, 'FF': 3, 'FS': 6, 'SG': 3}",97468,11,263,2,5,0.0,10.84,0.0,6.6,5,,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",marcal,Marçal,Marçal,Fernando Marçal de Oliveira,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_lpafgKV.png,Contundido
36,"{'A': 3, 'CA': 4, 'DS': 5, 'FC': 13, 'FD': 4, 'FF': 11, 'FS': 18, 'G': 9, 'I': 9, 'PP': 1}",84042,11,263,5,7,7.8,19.85,-0.73,10.28,10,,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",tiquinho-soares,Tiquinho Soares,T. Soares,Francisco das Chagas Soares dos Santos Meireles,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_TbDAa67.png,Provável
37,"{'CA': 2, 'DE': 30, 'FS': 2, 'GS': 15, 'PC': 1, 'SG': 2}",42234,11,264,1,7,9.0,7.62,1.65,2.09,11,,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",cassio,Cássio,Cássio,Cássio Roberto Ramos,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_uEoWXC8.png,Provável
38,"{'DS': 19, 'FC': 6, 'FD': 2, 'FF': 6, 'FS': 10, 'I': 3}",111682,11,264,4,6,3.6,5.39,0.43,3.29,10,,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",adson,Adson,Adson,Adson Ferreira Soares,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_uzK3HTh.png,Nulo
39,"{'DS': 3, 'FC': 3, 'FF': 1, 'FS': 2}",38398,11,264,4,6,0.0,12.78,0.0,1.5,3,,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",renato-augusto,Renato Augusto,R. Augusto,Renato Soares de Oliveira Augusto,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_tP0yBkY.png,Nulo
40,"{'CA': 2, 'DS': 5, 'FC': 8, 'FD': 9, 'FF': 17, 'FS': 29, 'FT': 1, 'G': 5, 'I': 2}",89898,11,264,5,7,1.1,16.54,-0.44,7.57,11,,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",roger-guedes,Róger Guedes,R. Guedes,Róger Krug Guedes,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_39SGFR6.png,Provável
41,"{'A': 1, 'CA': 1, 'DS': 3, 'FC': 18, 'FD': 5, 'FF': 7, 'FS': 15, 'FT': 1, 'G': 2, 'I': 6}",100652,11,264,5,7,12.6,10.61,1.88,3.62,11,,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",yuri-alberto,Yuri Alberto,Y. Alberto,Yuri Alberto Monteiro da Silva,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_QVzSGOZ.png,Provável
42,"{'A': 1, 'CA': 2, 'DS': 5, 'FC': 11, 'FD': 5, 'FF': 15, 'FS': 6, 'G': 3, 'I': 4}",61188,11,283,5,7,0.5,8.76,-0.91,4.57,11,,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",gilberto,Gilberto,Gilberto,Gilberto Oliveira Souza Júnior,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_JtLzuBr.png,Provável
43,"{'CA': 1, 'DE': 34, 'DS': 1, 'FS': 1, 'GS': 11, 'SG': 3}",68940,11,283,1,7,1.0,9.37,-0.09,3.52,11,,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",rafael-cabral,Rafael Cabral,R. Cabral,Rafael Cabral Barbosa,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_tTstlht.png,Provável
44,"{'FC': 7, 'FD': 1, 'FF': 2, 'FS': 7, 'I': 1}",108133,11,1371,5,6,0.6,2.8,0.11,0.4,10,,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",isidro-pitta,Isidro Pitta,I. Pitta,Isidro Miguel Pitta Saldívar,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_LlMyePJ.png,Nulo
45,"{'A': 2, 'CA': 1, 'DS': 5, 'FC': 7, 'FD': 2, 'FF': 6, 'FS': 8, 'FT': 2, 'PS': 1}",87863,11,262,4,7,3.8,12.92,0.25,5.18,6,,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",arrascaeta,Arrascaeta,Arrascaeta,Giorgian Daniel de Arrascaeta Benedetti,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_CaSgg7s.png,Provável
46,"{'CA': 3, 'DS': 1, 'FC': 10, 'FD': 3, 'FF': 9, 'FS': 14, 'FT': 1, 'G': 3, 'I': 8}",92708,11,1371,5,7,0.0,6.91,0.0,3.92,10,,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",deyverson,Deyverson,Deyverson,Deyverson Brum Silva Acosta,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_AvLd8xm.png,Provável
47,"{'A': 1, 'CA': 2, 'DS': 12, 'FC': 5, 'FD': 1, 'FF': 1, 'FS': 7, 'SG': 4}",90768,11,262,3,7,1.2,9.09,-0.88,3.76,11,,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",fabricio-bruno,Fabrício Bruno,F. Bruno,Fabrício Bruno Soares de Faria,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_zrQ4flU.png,Provável
48,"{'DS': 4, 'FC': 4, 'FD': 3, 'FF': 4, 'FS': 2, 'G': 4, 'I': 2, 'PS': 1}",94583,11,262,5,2,1.6,12.5,-1.02,4.91,9,,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",pedro,Pedro,Pedro,Pedro Guilherme Abreu dos Santos,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_BmbzG97.png,Dúvida
49,"{'A': 1, 'DS': 9, 'FC': 7, 'FD': 2, 'FF': 2, 'FS': 12, 'G': 1, 'I': 1}",51772,11,262,4,2,0.5,8.75,-0.7,4.51,7,,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",everton-ribeiro,Everton Ribeiro,E. Ribeiro,Everton Augusto de Barros Ribeiro,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_SWdtKkm.png,Dúvida
50,"{'A': 3, 'CA': 1, 'DS': 9, 'FC': 4, 'FD': 2, 'FF': 1, 'FS': 17, 'G': 3, 'I': 1}",62977,11,266,4,7,4.3,12.01,-0.56,5.93,10,,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",ganso,Ganso,Ganso,Paulo Henrique Chagas de Lima,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_PmRYkjX.png,Provável
51,"{'A': 3, 'CA': 1, 'DS': 18, 'FC': 18, 'FD': 2, 'FF': 4, 'FS': 11, 'SG': 6}",90061,11,356,2,7,5.6,11.25,0.12,7.13,10,,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",bruno-pacheco,Bruno Pacheco,B. Pacheco,Bruno de Jesus Pacheco,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_PYjs4Li.png,Provável
