,clube,xG_casa,xGA_casa,xG_fora,xGA_fora,xG_geral,xGA_geral,xG_diff_casa,xG_diff_fora,xG_diff_geral,Goal_casa,GoalA_casa,Goal_fora,GoalA_fora,Goal_geral,GoalA_geral,Goal_diff_casa,Goal_diff_fora,Goal_diff_geral,xG_G_comp
0,Juventude,1.595821567464395,1.1639929819608559,0.684562921691396,1.895700983240123,1.1401922445778956,1.5298469826004895,0.4318285855035391,-1.211138061548727,-0.38965473802259387,0.7142857142857143,1.2857142857142858,0.6,2.2666666666666666,0.6571428571428571,1.776190476190476,-0.5714285714285715,-1.6666666666666665,-1.119047619047619,0.48304938743503845
1,Atlético-GO,1.5762099136334806,1.1692469219525212,1.1284308433191856,1.6577555091916443,1.3523203784763331,1.4135012155720827,0.4069629916809594,-0.5293246658724586,-0.06118083709574962,1.0,1.0714285714285714,0.8,1.8666666666666667,0.9,1.4690476190476192,-0.0714285714285714,-1.0666666666666667,-0.5690476190476191,0.4523203784763331
2,América-MG,1.6677515685114237,1.0255960982848353,1.2270001504982924,1.7002473592175766,1.447375859504858,1.362921728751206,0.6421554702265884,-0.4732472087192843,0.08445413075365193,1.3571428571428572,0.7857142857142857,0.6666666666666666,1.0666666666666667,1.0119047619047619,0.9261904761904762,0.5714285714285715,-0.4,0.08571428571428563,0.43547109760009617
3,Atlético-MG,1.6462579207015509,0.697570096803427,1.4158173467452184,1.1065571811778516,1.5310376337233846,0.9020636389906393,0.9486878238981239,0.3092601655673668,0.6289739947327453,1.3333333333333333,1.0666666666666667,1.0714285714285714,1.0714285714285714,1.2023809523809523,1.069047619047619,0.2666666666666666,0.0,0.1333333333333333,0.3286566813424323
4,Cuiabá,1.2497838214353099,1.0065760890665496,0.8534651939669639,1.4569552552066976,1.0516245077011368,1.2317656721366235,0.24320773236876025,-0.6034900612397337,-0.18014116443548667,0.7857142857142857,0.6428571428571429,0.6666666666666666,1.4,0.7261904761904762,1.0214285714285714,0.1428571428571428,-0.7333333333333333,-0.2952380952380952,0.32543403151066064
5,Fortaleza,1.572699706940733,0.9359853288594394,1.0500393382072748,1.3617679969396235,1.3113695225740039,1.1488766628995315,0.6367143780812935,-0.3117286587323487,0.16249285967447236,0.8571428571428571,0.7857142857142857,1.1333333333333333,1.4666666666666666,0.9952380952380953,1.1261904761904762,0.0714285714285714,-0.33333333333333326,-0.13095238095238093,0.3161314273359086
6,Ceará,1.175264270236663,1.1535240257278412,1.1190342484958735,1.4490849915618416,1.1471492593662682,1.3013045086448414,0.021740244508821727,-0.33005074306596804,-0.15415524927857316,0.9333333333333333,1.2,0.8571428571428571,0.9285714285714286,0.8952380952380952,1.0642857142857143,-0.2666666666666666,-0.07142857142857151,-0.1690476190476191,0.25191116412817305
7,Santos,1.5392315580156382,1.5023201017061834,1.0136995516739413,1.4487261401977714,1.2764655548447896,1.4755231209519772,0.036911456309454804,-0.43502658852383,-0.1990575661071876,1.4285714285714286,0.8571428571428571,0.6666666666666666,0.8666666666666667,1.0476190476190477,0.861904761904762,0.5714285714285715,-0.20000000000000007,0.18571428571428572,0.22884650722574196
8,Botafogo,1.136121346751121,1.1917632853336568,1.2279865904524192,1.5724270043609299,1.1820539686017701,1.3820951448472933,-0.055641938582535744,-0.34444041390851066,-0.2000411762455232,0.8666666666666667,1.0,1.0714285714285714,1.3571428571428572,0.969047619047619,1.1785714285714286,-0.1333333333333333,-0.2857142857142858,-0.20952380952380956,0.2130063495541511
9,Coritiba,1.2748316064924998,1.1165717191291031,1.2550387140645383,1.8572793596115902,1.264935160278519,1.4869255393703467,0.1582598873633967,-0.6022406455470519,-0.22199037909182762,1.2666666666666666,0.8666666666666667,0.8461538461538461,2.4615384615384617,1.0564102564102564,1.6641025641025642,0.3999999999999999,-1.6153846153846154,-0.6076923076923078,0.2085249038682626
10,Bragantino,1.631310268912948,0.9815217437005439,1.1301673216162702,1.579569798545321,1.380738795264609,1.2805457711229324,0.649788525212404,-0.4494024769290508,0.10019302414167663,1.5714285714285714,0.9285714285714286,1.0,1.6,1.2857142857142856,1.2642857142857142,0.6428571428571428,-0.6000000000000001,0.021428571428571352,0.09502450955032349
11,Avaí,1.2615984889338838,1.2303314149856532,0.9173527536417374,1.9257459494835079,1.0894756212878107,1.5780386822345807,0.031267073948230584,-1.0083931958417705,-0.48856306094676993,1.5333333333333334,1.3333333333333333,0.5,2.0,1.0166666666666666,1.6666666666666665,0.20000000000000018,-1.5,-0.6499999999999999,0.07280895462114412
12,São Paulo,1.5103258790644531,1.0559364035933363,1.3124707608750288,1.3154078639713942,1.411398319969741,1.1856721337823652,0.45438947547111685,-0.002937103096365412,0.22572618618737583,1.7857142857142858,1.1428571428571428,1.0,1.1428571428571428,1.3928571428571428,1.1428571428571428,0.642857142857143,-0.1428571428571428,0.25,0.018541177112598284
13,Palmeiras,1.9503253180108813,0.8971001728740751,1.4244573560477387,1.125755790277581,1.68739133702931,1.011427981575828,1.0532251451368062,0.2987015657701577,0.6759633554534821,2.0,0.6428571428571429,1.4285714285714286,0.6428571428571429,1.7142857142857144,0.6428571428571429,1.3571428571428572,0.7857142857142857,1.0714285714285716,-0.02689437725640431
14,Goiás,1.1103229772581567,1.6446674088410669,0.8842622312147579,1.9894083258384518,0.9972926042364573,1.8170378673397594,-0.5343444315829102,-1.105146094623694,-0.8197452631033021,1.1333333333333333,1.0666666666666667,0.9285714285714286,1.4285714285714286,1.0309523809523808,1.2476190476190476,0.06666666666666665,-0.5,-0.21666666666666679,-0.03365977671592357
15,Flamengo,2.05768553773071,0.6914947693034847,1.3534768305106681,1.0412809201712252,1.705581184120689,0.866387844737355,1.3661907684272252,0.31219591033944294,0.839193339383334,2.3846153846153846,0.6923076923076923,1.1333333333333333,1.2,1.758974358974359,0.9461538461538461,1.6923076923076923,-0.06666666666666665,0.8128205128205128,-0.05339317485367001
16,Corinthians,1.3718436413267672,1.1059056886310898,0.9673112800231631,1.261679037401718,1.1695774606749652,1.183792363016404,0.2659379526956773,-0.2943677573785548,-0.014214902341438851,1.4666666666666666,0.4666666666666667,1.0,1.6428571428571428,1.2333333333333334,1.0547619047619048,0.9999999999999999,-0.6428571428571428,0.1785714285714286,-0.06375587265836824
17,Athletico-PR,1.3013952562489017,1.4067116386819831,0.8551479252074867,1.547637898120273,1.0782715907281943,1.477174768401128,-0.10531638243308139,-0.6924899729127862,-0.3989031776729337,1.4285714285714286,0.8571428571428571,0.9333333333333333,1.4,1.180952380952381,1.1285714285714286,0.5714285714285715,-0.46666666666666656,0.05238095238095242,-0.10268079022418664
18,Internacional,1.5543861376148937,1.0704422753157767,1.3476625072650137,1.2737132406413958,1.4510243224399537,1.1720777579785864,0.483943862299117,0.07394926662361789,0.27894656446136734,1.9333333333333333,0.7333333333333333,1.2142857142857142,1.0714285714285714,1.5738095238095238,0.9023809523809523,1.2000000000000002,0.1428571428571428,0.6714285714285715,-0.12278520136957005
19,Fluminense,1.7409876555322448,0.9652436705223647,0.9482303592825018,1.2418514075100244,1.3446090074073733,1.1035475390161946,0.7757439850098801,-0.29362104822752266,0.2410614683911787,2.3333333333333335,1.0,1.0,1.2142857142857142,1.6666666666666667,1.1071428571428572,1.3333333333333335,-0.2142857142857142,0.5595238095238095,-0.3220576592592934
