,atleta_id,apelido,clube_id,xG_total,shots_total,jogos_num,goals_total,xG_per_match,G_per_match,xG_per_shot,shots_per_goal,clube,eficiência
0,79631,Cano,266,7.680375703351888,63,19,13,0.40423030017641515,0.6842105263157895,0.12191072545002996,4.846153846153846,Fluminense,5.319624296648112
1,83257,Gabriel,262,7.340799680270051,47,17,6,0.4318117458982383,0.35294117647058826,0.1561872272397883,7.833333333333333,Flamengo,-1.3407996802700506
2,109497,Marcos Leonardo,277,6.26545843633281,52,19,8,0.32976097033330576,0.42105263157894735,0.1204895853140925,6.5,Santos,1.7345415636671904
3,89840,Calleri,276,6.187373245903865,50,18,10,0.34374295810577027,0.5555555555555556,0.12374746491807731,5.0,São Paulo,3.8126267540961347
4,98225,Pedro Raul,290,5.903667171321443,46,15,11,0.3935778114214295,0.7333333333333333,0.12834059068090092,4.181818181818182,Goiás,5.096332828678557
5,90031,Mendoza,354,5.523697964297097,51,17,9,0.3249234096645351,0.5294117647058824,0.1083078032215117,5.666666666666667,Ceará,3.4763020357029033
6,108422,Erison,263,5.505575058731888,47,19,7,0.2897671083543099,0.3684210526315789,0.11713989486663592,6.714285714285714,Botafogo,1.4944249412681119
7,82766,Wellington Rato,373,5.442890327689728,59,17,5,0.32017001927586636,0.29411764705882354,0.09225237843541911,11.8,Atlético-GO,-0.442890327689728
8,39148,Hulk,282,5.278943859941739,62,17,7,0.3105261094083376,0.4117647058823529,0.08514425580551192,8.857142857142858,Atlético-MG,1.721056140058261
9,100762,Bissoli,314,5.241309913534605,39,18,10,0.2911838840852558,0.5555555555555556,0.1343925618855027,3.9,Avaí,4.758690086465395
10,101254,Alef Manga,294,5.0857952869411225,45,16,3,0.31786220543382016,0.1875,0.11301767304313605,15.0,Coritiba,-2.0857952869411225
11,87242,Carlos de Pena,285,4.8828414762019525,75,16,4,0.30517759226262203,0.25,0.06510455301602604,18.75,Internacional,-0.8828414762019525
12,104666,Moisés,356,4.596935358840434,39,18,3,0.25538529771335744,0.16666666666666666,0.11787013740616498,13.0,Fortaleza,-1.596935358840434
13,91607,Rony,275,4.560074717874039,35,14,7,0.3257196227052885,0.5,0.13028784908211538,5.0,Palmeiras,2.4399252821259614
14,89898,Róger Guedes,264,4.53896467857898,41,16,6,0.28368529241118623,0.375,0.11070645557509706,6.833333333333333,Corinthians,1.4610353214210203
15,101715,Alerrandro,280,4.532112811820367,33,10,5,0.4532112811820367,0.5,0.13733675187334446,6.6,Bragantino,0.46788718817963293
16,94583,Pedro,262,4.454759283579308,28,11,6,0.404978116689028,0.5454545454545454,0.15909854584211813,4.666666666666667,Flamengo,1.5452407164206923
17,68920,Dudu,275,4.247608424625306,36,16,4,0.26547552653908163,0.25,0.1179891229062585,9.0,Palmeiras,-0.24760842462530608
18,108133,Pitta,286,4.084714448918318,30,14,2,0.29176531777987985,0.14285714285714285,0.13615714829727726,15.0,Juventude,-2.0847144489183176
19,87863,Arrascaeta,262,4.029554761474825,37,13,2,0.3099657508826788,0.15384615384615385,0.10890688544526553,18.5,Flamengo,-2.0295547614748246
20,77544,Jorginho,373,3.9515007810249902,30,13,3,0.30396159854038385,0.23076923076923078,0.131716692700833,10.0,Atlético-GO,-0.9515007810249902
21,80287,Luciano,276,3.8742408790098164,37,16,7,0.24214005493811352,0.4375,0.10470921294621126,5.285714285714286,São Paulo,3.1257591209901836
22,102878,Terans,293,3.8464166607871877,43,14,7,0.27474404719908485,0.5,0.08945155025086483,6.142857142857143,Athletico-PR,3.1535833392128123
23,104530,Igor Paixão,294,3.837660132763695,46,15,4,0.255844008850913,0.26666666666666666,0.08342739419051512,11.5,Coritiba,0.16233986723630478
24,94509,Raphael Veiga,275,3.8157981349344734,35,12,2,0.3179831779112061,0.16666666666666666,0.10902280385527068,17.5,Palmeiras,-1.8157981349344734
25,87999,Gustavo Scarpa,275,3.7920507608781615,69,18,4,0.2106694867154534,0.2222222222222222,0.054957257404031325,17.25,Palmeiras,0.2079492391218385
26,95799,Artur,280,3.77213457030153,42,14,3,0.2694381835929664,0.21428571428571427,0.08981272786432214,14.0,Bragantino,-0.7721345703015299
27,81161,Léo Baptistão ,277,3.6959103426680415,34,14,5,0.2639935959048601,0.35714285714285715,0.10870324537258946,6.8,Santos,1.3040896573319585
28,53865,Léo Gamalho,294,3.6419952610449275,26,11,7,0.3310904782768116,0.6363636363636364,0.14007674080942029,3.7142857142857144,Coritiba,3.3580047389550725
29,70360,Eduardo Sasha,282,3.6285613411493878,25,14,3,0.259182952939242,0.21428571428571427,0.1451424536459755,8.333333333333334,Atlético-MG,-0.6285613411493878
30,80196,Yago Pikachu,356,3.5314872465456935,31,14,4,0.2522490890389781,0.2857142857142857,0.11391894343695785,7.75,Fortaleza,0.46851275345430654
31,61033,Rodriguinho,1371,3.5198864277509347,35,17,1,0.20705214280887851,0.058823529411764705,0.1005681836500267,35.0,Cuiabá,-2.5198864277509347
32,106822,Rodrigo Nestor,276,3.393921736375525,36,14,2,0.24242298116968036,0.14285714285714285,0.09427560378820904,18.0,São Paulo,-1.3939217363755252
33,72583,Pedro Henrique,285,3.30711074078714,28,12,3,0.27559256173226165,0.25,0.11811109788525499,9.333333333333334,Internacional,-0.30711074078713985
34,85931,Hyoran,280,3.1513614935981993,30,10,3,0.31513614935981993,0.3,0.10504538311993998,10.0,Bragantino,-0.15136149359819928
35,63289,Edenílson,285,3.093959941548192,25,11,4,0.2812690855952902,0.36363636363636365,0.12375839766192769,6.25,Internacional,0.9060400584518078
36,110193,Lázaro,262,2.98686025091809,26,12,3,0.24890502090984082,0.25,0.11487924041992653,8.666666666666666,Flamengo,0.013139749081910068
37,60825,Felipe Azevedo,327,2.8620594151414656,30,15,3,0.19080396100943103,0.2,0.09540198050471552,10.0,América-MG,0.13794058485853444
38,98289,Churín,373,2.8466338239311852,25,14,3,0.2033309874236561,0.21428571428571427,0.11386535295724741,8.333333333333334,Atlético-GO,0.15336617606881475
39,114802,Vitor Roque,293,2.8208080450134365,23,11,4,0.2564370950012215,0.36363636363636365,0.12264382804406246,5.75,Athletico-PR,1.1791919549865635
40,100103,Pedrinho,327,2.782000752089128,26,13,2,0.21400005785300985,0.15384615384615385,0.10700002892650493,13.0,América-MG,-0.7820007520891279
41,73850,Aloísio,327,2.7107155132345953,20,10,2,0.2710715513234595,0.2,0.13553577566172975,10.0,América-MG,-0.7107155132345953
42,100848,Luan Cândido,280,2.6994482288934902,37,16,5,0.16871551430584314,0.3125,0.0729580602403646,7.4,Bragantino,2.3005517711065098
43,109282,Luiz Henrique,266,2.6824917282532956,27,11,2,0.24386288438666323,0.18181818181818182,0.0993515454908628,13.5,Fluminense,-0.6824917282532956
44,84674,Lucas Evangelista,280,2.6667882017524613,24,12,2,0.22223235014603845,0.16666666666666666,0.11111617507301923,12.0,Bragantino,-0.6667882017524613
45,71162,Vina,354,2.629156244181836,37,14,2,0.18779687458441688,0.14285714285714285,0.07105827686977935,18.5,Ceará,-0.6291562441818361
46,101314,Ademir,282,2.5901352129710142,20,10,1,0.2590135212971014,0.1,0.1295067606485507,20.0,Atlético-MG,-1.5901352129710142
47,102598,Helinho,280,2.5284693739172575,24,12,2,0.21070578115977145,0.16666666666666666,0.10535289057988573,12.0,Bragantino,-0.5284693739172575
48,105811,Wesley,275,2.4792638078643865,21,11,1,0.2253876188967624,0.09090909090909091,0.11806018132687554,21.0,Palmeiras,-1.4792638078643865
49,82455,Zé Rafael,275,2.4755101738104335,27,16,3,0.1547193858631521,0.1875,0.09168556199297902,9.0,Palmeiras,0.5244898261895665
50,68773,Henrique Almeida,327,2.4598446449532148,22,9,2,0.2733160716614683,0.2222222222222222,0.11181112022514612,11.0,América-MG,-0.45984464495321475
51,96340,Lima,354,2.4541397461464562,29,11,2,0.22310361328604147,0.18181818181818182,0.08462550848780884,14.5,Ceará,-0.45413974614645625
52,94916,Nacho Fernández,282,2.431750140671241,29,13,3,0.187057703128557,0.23076923076923078,0.08385345312659452,9.666666666666666,Atlético-MG,0.568249859328759
53,51772,Everton Ribeiro,262,2.3453089343024143,19,10,2,0.23453089343024142,0.2,0.12343731233170602,9.5,Flamengo,-0.34530893430241427
54,101596,Vitor Gabriel,286,2.286695329252677,22,9,1,0.254077258805853,0.1111111111111111,0.1039406967842126,22.0,Juventude,-1.286695329252677
55,84817,Robson,356,2.2764293301718026,24,11,4,0.20694812092470932,0.36363636363636365,0.09485122209049178,6.0,Fortaleza,1.7235706698281974
56,90309,David,285,2.259962614314533,14,8,0,0.2824953267893166,0.0,0.16142590102246662,inf,Internacional,-2.259962614314533
57,104125,Cléber,354,2.2338194996842056,19,8,3,0.2792274374605257,0.375,0.11756944735180029,6.333333333333333,Ceará,0.7661805003157944
58,87228,Guilherme Arana,282,2.2118745095290824,28,14,0,0.15799103639493445,0.0,0.07899551819746722,inf,Atlético-MG,-2.2118745095290824
59,79188,Silvio Romero,356,2.211216966126511,17,10,0,0.2211216966126511,0.0,0.13007158624273596,inf,Fortaleza,-2.211216966126511
