,clube,xG_casa,xGA_casa,xG_fora,xGA_fora,xG_geral,xGA_geral,xG_diff_casa,xG_diff_fora,xG_diff_geral
0,Palmeiras,1.86214453198848,0.930975797429125,1.9921484191916137,1.146269577242689,1.927146475590047,1.038622687335907,0.931168734559355,0.8458788419489247,0.8885237882541399
1,Atlético-MG,1.772177772347912,0.8499530828673972,1.4240732956534854,0.9529024348950071,1.5981255340006988,0.9014277588812022,0.9222246894805147,0.47117086075847825,0.6966977751194966
2,Flamengo,1.8967033682288637,0.7699986220984065,1.1779037742459033,1.2012162998680704,1.5373035712373835,0.9856074609832385,1.1267047461304571,-0.023312525622167124,0.551696110254145
3,São Paulo,1.2811122633885266,0.7607751647240095,1.3500503589746518,1.4275094399846562,1.3155813111815893,1.0941423023543329,0.520337098664517,-0.07745908101000443,0.22143900882725642
4,Fortaleza,1.512263617629173,0.8741055135140299,0.9216037364532681,1.177399451962168,1.2169336770412205,1.025752482738099,0.6381581041151432,-0.2557957155088999,0.19118119430312142
5,Internacional,1.4751815239468482,1.2140217838360285,1.0918024694719362,1.0052576452337327,1.283491996709392,1.1096397145348806,0.26115974011081966,0.08654482423820342,0.17385228217451143
6,Coritiba,1.361923849251319,0.9622889932796315,1.3340526081230573,1.559008068643853,1.3479882286871883,1.2606485309617423,0.3996348559716876,-0.22495546052079574,0.08733969772544592
7,Atlético-GO,1.6324529329223758,1.0834623628074456,1.2371006056818805,1.6515140761478984,1.434776769302128,1.3674882194776719,0.5489905701149302,-0.41441347046601784,0.0672885498244562
8,América-MG,1.1755513916147688,0.8109671255533417,1.1379407599141602,1.3886490421152766,1.1567460757644645,1.0998080838343092,0.36458426606142713,-0.2507082822011164,0.05693799193015536
9,Santos,1.4639741748379327,1.5105549060789507,1.2745699171549774,1.2759918824850494,1.3692720459964551,1.3932733942820001,-0.046580731241018025,-0.0014219653300719948,-0.02400134828554501
10,Avaí,1.4329119400403882,0.9603095128056963,0.8634912859125728,1.4405478089290922,1.1482016129764805,1.2004286608673942,0.4726024272346919,-0.5770565230165193,-0.0522270478909137
11,Ceará,1.1448143775308135,1.2976342554001155,1.2922329140622568,1.3336686173400556,1.2185236457965352,1.3156514363700855,-0.15281987786930196,-0.041435703277798774,-0.09712779057355037
12,Bragantino,1.0389445200948846,1.195930119029953,1.152351914438315,1.2448912101079777,1.0956482172665998,1.2204106645689654,-0.15698559893506836,-0.09253929566966268,-0.12476244730236563
13,Botafogo,1.1971941254994782,1.081817552525733,1.021235988115863,1.4668247874694291,1.1092150568076706,1.274321169997581,0.11537657297374526,-0.4455887993535661,-0.1651061131899103
14,Athletico-PR,1.2804030234916333,1.292868135012798,0.7849392699343337,1.1540261271699057,1.0326711467129834,1.2234471310913517,-0.012465111521164696,-0.369086857235572,-0.1907759843783683
15,Fluminense,1.4103176446531023,1.052324994505245,0.7499860651899627,1.497299459327693,1.0801518549215325,1.274812226916469,0.3579926501478572,-0.7473133941377302,-0.19466037199493647
16,Juventude,1.1955254691337793,1.0953532796778827,0.7550044986298924,1.3850420854008487,0.9752649838818359,1.2401976825393657,0.10017218945589668,-0.6300375867709563,-0.2649326986575298
17,Corinthians,0.8218657011257857,1.213567781269143,0.8990167060112295,1.1724373965962607,0.8604412035685076,1.1930025889327018,-0.3917020801433573,-0.27342069058503116,-0.3325613853641942
18,Cuiabá,0.8706140011153005,1.3434121021307999,0.7717453735000119,1.6453623425513495,0.8211796873076562,1.4943872223410746,-0.47279810101549935,-0.8736169690513376,-0.6732075350334183
19,Goiás,0.9122045886325391,1.880246855088566,1.1194049192595814,1.637496348574082,1.0158047539460602,1.758871601831324,-0.968042266456027,-0.5180914293145007,-0.7430668478852638
