,clube,xG_casa,xGA_casa,xG_fora,xGA_fora,xG_geral,xGA_geral,xG_diff_casa,xG_diff_fora,xG_diff_geral,Goal_casa,GoalA_casa,Goal_fora,GoalA_fora,Goal_geral,GoalA_geral,Goal_diff_casa,Goal_diff_fora,Goal_diff_geral,xG_G_comp
0,Atlético-GO,1.6802340424352422,0.9459526164600554,1.0653402709123778,1.6464725813025176,1.3727871566738101,1.2962125988812865,0.7342814259751869,-0.5811323103901398,0.07657455779252365,1.0,0.9,0.8,2.1,0.9,1.5,0.09999999999999998,-1.3,-0.6,0.4727871566738101
1,Fortaleza,1.5128911817251827,0.8672346138319632,1.0001011403854296,1.2263311973556628,1.2564961610553063,1.046782905593813,0.6456565678932195,-0.22623005697023313,0.20971325546149333,0.4,0.6,1.2,1.6,0.8,1.1,-0.19999999999999996,-0.40000000000000013,-0.30000000000000004,0.4564961610553062
2,América-MG,1.39989851816976,1.0903470043962624,1.0342887723677499,1.617476078247412,1.217093645268755,1.3539115413218372,0.30955151377349766,-0.5831873058796622,-0.13681789605308214,1.2,1.0,0.4,1.3,0.8,1.15,0.19999999999999996,-0.9,-0.34999999999999987,0.41709364526875503
3,Cuiabá,1.1651139881015407,1.0281117267797348,0.8368986864600041,1.4068628694942789,1.0010063372807725,1.2174872981370068,0.13700226132180582,-0.5699641830342748,-0.21648096085623436,0.7,0.6,0.7,1.4,0.7,1.0,0.09999999999999998,-0.7,-0.30000000000000004,0.30100633728077253
4,Juventude,1.2909240061891682,1.0676022471138427,0.7099203068659719,1.9491645932154,1.00042215652757,1.5083834201646213,0.2233217590753256,-1.2392442863494282,-0.5079612636370514,0.6,1.3,0.8,1.9,0.7,1.6,-0.7000000000000001,-1.0999999999999999,-0.9000000000000001,0.30042215652757
5,Botafogo,1.1217807110065718,1.1613191540340835,1.1127655220181123,1.572311285635925,1.117273116512342,1.3668152198350043,-0.03953844302751164,-0.45954576361781263,-0.24954210332266236,1.0,1.1111111111111112,0.8181818181818182,1.3636363636363635,0.9090909090909092,1.2373737373737375,-0.11111111111111116,-0.5454545454545453,-0.3282828282828283,0.20818220742143279
6,Atlético-MG,1.6028911361375393,0.6922924627765982,1.3974974595142047,1.0086405406486367,1.500194297825872,0.8504665017126174,0.9105986733609411,0.38885691886556795,0.6497277961132546,1.5,1.0,1.1,1.3,1.3,1.15,0.5,-0.19999999999999996,0.15000000000000013,0.20019429782587195
7,Coritiba,1.4081785892989247,0.9929408491956725,1.174258532941868,1.6452071814439488,1.2912185611203963,1.3190740153198106,0.4152377401032522,-0.47094864850208085,-0.027855454199414265,1.4,0.9,0.8,2.1,1.1,1.5,0.4999999999999999,-1.3,-0.3999999999999999,0.19121856112039626
8,Ceará,1.079070913942047,1.2128146344605981,1.1871811777006112,1.3917144072735905,1.133126045821329,1.3022645208670944,-0.1337437205185512,-0.20453322957297937,-0.1691384750457654,1.1,1.2,0.9,0.9,1.0,1.05,-0.09999999999999987,0.0,-0.050000000000000044,0.13312604582132903
9,Santos,1.4667577207732414,1.5003612292547215,1.1032678161537877,1.3095398679136967,1.2850127684635146,1.404950548584209,-0.03360350848148008,-0.20627205175990904,-0.11993778012069445,1.5454545454545454,0.9090909090909091,0.7777777777777778,0.7777777777777778,1.1616161616161615,0.8434343434343434,0.6363636363636364,0.0,0.3181818181818181,0.1233966068473531
10,Palmeiras,1.978914697086027,0.9004034362925205,1.7219978058304748,1.0755629809343445,1.850456251458251,0.9879832086134326,1.0785112607935066,0.6464348248961302,0.8624730428448184,1.9,0.7,1.5555555555555556,0.5555555555555556,1.7277777777777779,0.6277777777777778,1.2,1.0,1.1,0.12267847368047313
11,Flamengo,2.0513777754787585,0.8121034820572405,1.2835284721152367,1.0265719523899928,1.6674531237969976,0.9193377172236166,1.2392742934215182,0.2569565197252439,0.748115406573381,2.2222222222222223,0.5555555555555556,1.0,1.3,1.6111111111111112,0.9277777777777778,1.6666666666666667,-0.30000000000000004,0.6833333333333333,0.056342012685886456
12,Avaí,1.2593507587037676,1.1973598572537614,0.8382575336931145,1.9109891971814457,1.048804146198441,1.5541745272176035,0.061990901450006186,-1.072731663488331,-0.5053703810191625,1.6,1.4,0.5,1.9,1.05,1.65,0.20000000000000018,-1.4,-0.5999999999999999,-0.0011958538015590658
13,Goiás,1.0778736406508975,1.7071604126433644,1.0283768761055767,1.7298408533060177,1.0531252583782371,1.718500632974691,-0.6292867719924669,-0.701463977200441,-0.6653753745964539,1.3,1.1,0.9,1.4,1.1,1.25,0.19999999999999996,-0.4999999999999999,-0.1499999999999999,-0.04687474162176297
14,Athletico-PR,1.262928696169951,1.2670265762460544,0.9913000170433776,1.5451934375934868,1.1271143566066644,1.4061100069197705,-0.004097880076103344,-0.5538934205501093,-0.27899565031310614,1.5,0.8,0.9,1.2,1.2,1.0,0.7,-0.29999999999999993,0.19999999999999996,-0.07288564339333559
15,Bragantino,1.5041540022817828,1.0094660187567561,1.2436340985789185,1.5786196770795602,1.3738940504303505,1.294042847918158,0.49468798352502663,-0.3349855785006417,0.07985120251219247,1.6363636363636365,0.8181818181818182,1.3333333333333333,1.4444444444444444,1.4848484848484849,1.1313131313131313,0.8181818181818182,-0.11111111111111116,0.3535353535353536,-0.11095443441813435
16,São Paulo,1.4801438502312845,0.9696549948476135,1.1076370988964552,1.3750410003897435,1.2938904745638697,1.1723479976186786,0.510488855383671,-0.2674039014932883,0.12154247694519116,1.8888888888888888,1.3333333333333333,1.0,1.2727272727272727,1.4444444444444444,1.303030303030303,0.5555555555555556,-0.2727272727272727,0.14141414141414144,-0.15055396988057468
17,Internacional,1.5615229772745125,1.284655431258939,1.1282182691254838,1.122038540568078,1.344870623199998,1.2033469859135084,0.2768675460155734,0.006179728557405895,0.14152363728648965,2.0,1.1,1.0,0.9,1.5,1.0,0.8999999999999999,0.09999999999999998,0.5,-0.15512937680000194
18,Corinthians,1.0561405586872714,0.9461048375624881,0.8547870099403587,1.2844653625600713,0.9554637843138151,1.1152851000612798,0.11003572112478333,-0.42967835261971254,-0.15982131574746472,1.2,0.3,1.1,1.9,1.15,1.0999999999999999,0.8999999999999999,-0.7999999999999998,0.050000000000000044,-0.19453621568618484
19,Fluminense,1.777169538292079,1.04467128721532,1.019850677460592,1.2486716607257737,1.3985101078763353,1.1466714739705468,0.7324982510767588,-0.22882098326518174,0.25183863390578853,2.1,1.1,1.2,1.0,1.65,1.05,1.0,0.19999999999999996,0.5999999999999999,-0.25148989212366457
