,clube,Goal_casa,GoalA_casa,Goal_fora,GoalA_fora
1,Flamengo,2.3636363636363638,0.5454545454545454,1.0769230769230769,1.0769230769230769
2,Botafogo,0.8333333333333334,1.0,1.0769230769230769,1.4615384615384615
3,Corinthians,1.2307692307692308,0.38461538461538464,1.0,1.75
4,Fluminense,2.1538461538461537,1.0769230769230769,1.0,1.1666666666666667
5,Palmeiras,1.9166666666666667,0.6666666666666666,1.3333333333333333,0.6666666666666666
6,São Paulo,1.6666666666666667,1.25,0.9230769230769231,1.2307692307692308
7,Santos,1.5,0.8333333333333334,0.75,0.75
8,Bragantino,1.6153846153846154,0.9230769230769231,1.0833333333333333,1.5833333333333333
9,Atlético-MG,1.4166666666666667,1.1666666666666667,1.1538461538461537,1.0769230769230769
10,Internacional,2.25,0.9166666666666666,1.1538461538461537,1.0769230769230769
11,Juventude,0.6923076923076923,1.3076923076923077,0.6666666666666666,2.0
12,Goiás,1.3333333333333333,1.0833333333333333,0.8333333333333334,1.4166666666666667
13,Athletico-PR,1.3333333333333333,0.75,0.9230769230769231,1.4615384615384615
14,Coritiba,1.2307692307692308,0.9230769230769231,0.9090909090909091,2.3636363636363638
15,Avaí,1.4166666666666667,1.3333333333333333,0.5384615384615384,1.6923076923076923
16,América-MG,1.1666666666666667,0.9166666666666666,0.5,1.0833333333333333
17,Ceará,0.9166666666666666,1.0833333333333333,0.9230769230769231,0.9230769230769231
18,Fortaleza,0.6923076923076923,0.6923076923076923,1.1666666666666667,1.3333333333333333
19,Atlético-GO,1.0,1.0,0.75,1.9166666666666667
20,Cuiabá,0.6923076923076923,0.6153846153846154,0.6666666666666666,1.3333333333333333
