,apelido,atleta_id,clube,posicao,media_casa,media_fora
0,0,108274,Ceará,ZAG,-0.2,0.1
1,Abel Braga,40006,Fluminense,TEC,4.135,4.9
2,Abel Ferreira,110506,Palmeiras,TEC,6.727777777777777,5.440625000000001
3,Abner Vinícius,104513,Athletico-PR,LAT,4.223076923076923,2.290909090909091
4,Ademir,101314,Atlético-MG,ATA,3.2214285714285715,2.5176470588235302
5,Aderlan,88423,Bragantino,LAT,3.0714285714285707,3.3214285714285716
6,Adrián Martínez,104778,Coritiba,ATA,1.67,3.1181818181818177
7,Adryelson,91664,Botafogo,ZAG,2.9625000000000004,4.016666666666667
8,Adson,111682,Corinthians,MEI,4.538461538461538,1.9600000000000002
9,Airton,106107,Atlético-GO,ATA,3.5733333333333337,2.0533333333333332
10,Alan,62969,Fluminense,ATA,0.0,0.0
11,Alan Empereur,88033,Cuiabá,ZAG,1.2,1.7538461538461538
12,Alan Kardec,50347,Atlético-MG,ATA,0.5833333333333334,3.9000000000000004
13,Alan Patrick,68685,Internacional,MEI,5.841666666666668,3.2307692307692313
14,Alef Manga,101254,Coritiba,ATA,6.1000000000000005,3.45
15,Alemão,98219,Internacional,ATA,3.892857142857143,3.841176470588235
16,Alerrandro,101715,Bragantino,ATA,4.56,5.314285714285715
17,Alesson,97321,Cuiabá,ATA,2.3666666666666667,2.3545454545454545
18,Alex,101600,Santos,ZAG,2.2,5.65
19,Alex Muralha,79066,Coritiba,GOL,4.411111111111111,2.25
20,Alex Santana,85465,Athletico-PR,MEI,5.475,2.033333333333333
21,Alexandre Jesus,107044,Fluminense,ATA,1.75,-0.2333333333333333
22,Alexsander,118774,Fluminense,MEI,4.7,0.0
23,Alisson,81845,São Paulo,MEI,1.9833333333333334,3.3625
24,Allan,96652,Atlético-MG,MEI,1.9249999999999998,1.3214285714285714
25,Aloísio,73850,América-MG,ATA,2.8100000000000005,3.158333333333333
26,Alê,86388,América-MG,MEI,3.5999999999999996,3.5
27,Anderson,102906,Athletico-PR,GOL,4.25,6.5
28,Anderson Leite,87691,Juventude,MEI,1.5,2.4
29,Andreas Pereira,89274,Flamengo,MEI,1.15,4.442857142857143
30,Andrey,93787,Coritiba,MEI,14.533333333333333,5.0
31,André,68690,Cuiabá,ATA,2.5999999999999996,1.7714285714285716
32,André,107498,Fluminense,MEI,4.582352941176471,2.2357142857142858
33,André Anderson,106803,São Paulo,MEI,0.6333333333333333,1.08
34,André Luís,92146,Cuiabá,ATA,3.4499999999999997,2.092857142857143
35,Andrés,110517,São Paulo,MEI,1.0166666666666666,3.6
36,Andrés Hurtado,110715,Bragantino,LAT,1.75,1.7750000000000001
37,Antonio Mohamed,71071,Atlético-MG,TEC,5.7811111111111115,4.9675
38,António Oliveira,111578,Cuiabá,TEC,4.369999999999999,2.736923076923077
39,Apodi,51042,Goiás,MEI,3.685714285714286,0.8
40,Arboleda,91573,São Paulo,ZAG,3.55,1.875
41,Arias,99815,Fluminense,MEI,4.888888888888889,4.208333333333334
42,Arrascaeta,87863,Flamengo,MEI,8.469999999999999,4.536363636363637
43,Arthur,115562,América-MG,LAT,1.8000000000000003,2.58
44,Arthur Chaves,111412,Avaí,ZAG,1.8888888888888888,3.15
45,Arthur Henrique,86629,Atlético-GO,LAT,1.7461538461538462,1.4666666666666666
