,clube,Goal_casa,GoalA_casa,Goal_fora,GoalA_fora
1,Flamengo,2.5,0.5,1.0909090909090908,1.1818181818181819
2,Botafogo,0.9090909090909091,1.0,0.8181818181818182,1.3636363636363635
3,Corinthians,1.0909090909090908,0.2727272727272727,1.0909090909090908,1.8181818181818181
4,Fluminense,2.0,1.0,1.0909090909090908,1.1818181818181819
5,Palmeiras,2.0,0.6363636363636364,1.4,0.5
6,São Paulo,1.8181818181818181,1.2727272727272727,1.0,1.2727272727272727
7,Santos,1.5454545454545454,0.9090909090909091,0.8181818181818182,0.8181818181818182
8,Bragantino,1.6363636363636365,0.9090909090909091,1.1818181818181819,1.6363636363636365
9,Atlético-MG,1.5454545454545454,1.1818181818181819,1.0909090909090908,1.1818181818181819
10,Internacional,2.090909090909091,1.0,1.0909090909090908,1.0909090909090908
11,Juventude,0.5454545454545454,1.2727272727272727,0.7272727272727273,1.8181818181818181
12,Goiás,1.2727272727272727,1.0909090909090908,0.8181818181818182,1.5454545454545454
13,Athletico-PR,1.5,0.8,1.0,1.5833333333333333
14,Coritiba,1.25,1.0,0.8,2.1
15,Avaí,1.5454545454545454,1.3636363636363635,0.5454545454545454,1.8181818181818181
16,América-MG,1.1818181818181819,0.9090909090909091,0.45454545454545453,1.1818181818181819
17,Ceará,1.0,1.1818181818181819,0.9090909090909091,0.9090909090909091
18,Fortaleza,0.6363636363636364,0.5454545454545454,1.1818181818181819,1.4545454545454546
19,Atlético-GO,1.0909090909090908,0.9090909090909091,0.7272727272727273,1.9090909090909092
20,Cuiabá,0.7272727272727273,0.6363636363636364,0.6363636363636364,1.3636363636363635
